0.4522653499799607,0.4843781749620539,0.5035054126898912,0.5069904556074474,0.5070685888261365,0.5261172322097938,0.5531250586253784,0.6073028250489593,0.6629283494178945
0.9163848972427773,0.9410447199325563,0.9511860954825755,0.9542556290728422,0.9534249735964883,0.9498292071682762,0.9525458218829896,0.9741087136787762,0.9842660110881563
1.0,1.0,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.9999686898986976,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9638033970028965
0.9999999999997464,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9345099294982363
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9896938127322614
1.0,1.0,1.0,0.9694735359412389,0.8587217001795832,0.9750693639533546,1.0,1.0,0.9999999999999991
1.0,1.0,0.9598211071552477,0.5152753098920801,0.396851284767907,0.6771221495929326,0.9721570805193229,1.0,1.0
1.0,0.9949008355654194,0.4919506895579015,0.12743058694099074,0.12182043007543183,0.27309522788472973,0.6432480590622826,0.974844443676034,1.0
0.9999842082262728,0.5864458239213844,0.10605917605403321,0.005298197721236341,0.01727719475454835,0.08848414767076887,0.24384061282067668,0.6311677685738042,0.9709073127238477
0.791736634232481,0.21280600311832573,0.015743467864325872,0.004398688198044887,0.007094594995660666,0.010653119885619969,0.10953508114301905,0.3463373947990366,0.7802877035373081
